R607615,R444827
R203989,R918374
R400330,R524571
R866555,R654413
R272730,R836531
R952418,R289750
R498597,R314426
R106061,R815960
R363776,R305342
R234905,R428755
R648049,R620137
R647852,R752770
R697529,R949042
R704567,R207150
R492890,R437099
R363036,R372185
R301055,R628488
R992226,R937758
R803950,R618773
R908691,R807763
R866733,R817595
R682002,R356669
R538313,R554297
R697269,R499506
R273648,R386926
R845572,R453181
R325122,R743097
R584971,R969805
R586578,R398294
R243155,R219116
R976340,R423571
R416715,R250275
R262226,R252329
R191222,R944397
R144459,R552042
R175753,R376883
R252905,R871630
R697900,R582639
R569334,R472385
R630933,R958445
R769200,R774819
R414686,R769430
R559057,R545993
R446028,R625557
R325460,R519102
R838353,R896847
R389472,R405316
R940087,R558699
R635106,R762795
R979558,R279089
R151761,R179115
R771155,R445567
R957598,R733757
R543331,R999712
R535739,R222891
R818060,R135302
R299780,R275348
R730125,R755269
R213981,R676136
R614423,R754325
R675821,R597946
R714830,R201004
R249045,R254099
R317913,R796676
R523148,R318413
R527710,R526419
R568490,R743759
R417652,R252409
R350338,R609907
R617252,R436836
R242415,R663063
R223322,R786284
R128151,R983364
R586193,R900673
R911393,R989656
R170505,R256624
R530761,R790508
R239818,R676531
R630159,R847415
R870201,R933265
R585010,R987557
R364628,R625668
R625799,R237379
R437074,R618659
R106036,R841470
R172578,R887576
R523977,R381758
R209763,R230320
R185934,R928622
R282809,R866135
R284269,R510003
R301365,R345795
R532671,R654396
R696374,R541368
R785727,R580864
R537860,R113209
R839274,R543018
R387900,R921730
R251108,R938079
R466490,R475975
R209219,R655635
R152073,R365403
R472722,R547178
R578114,R615308
R300875,R390363
R688143,R106878
R229815,R992694
R406058,R465365
R234594,R416693
R231627,R623670
R339537,R921443
R266582,R504330
R156738,R155440
R958895,R274294
R201337,R526618
R593690,R283061
R100464,R853402
R918150,R123542
R468534,R137023
R208583,R179407
R641217,R554364
R236610,R587340
R279654,R103231
R112354,R251272
R439612,R906409
R694752,R882748
R620290,R667213
R456386,R232752
R166957,R698231
R693461,R483348
R840391,R999856
R655122,R772314
R922799,R587161
R924960,R640410
R123622,R764765
R482773,R466627
R336510,R723636
R747255,R735717
R831806,R290259
R677665,R471239
R786436,R270244
R786656,R567307
R372101,R533961
R469416,R183642
R742938,R516116
R631922,R204566
R287921,R386687
R107632,R810476
R966492,R275364
R122114,R944631
R801935,R772771
R425947,R699952
R649115,R692093
R280675,R417552
R508159,R858497
R584046,R482968
R985490,R303924
R253628,R980048
R317733,R492888
R826308,R938629
R908035,R344051
R208540,R860177
R609582,R721090
R771594,R744884
R985819,R170631
R224679,R567609
R963464,R140658
R749671,R474315
R854764,R459917
R333271,R419829
R558574,R797536
R625395,R498956
R318341,R422319
R661592,R706149
R135123,R810021
R799717,R252307
R901246,R589730
R360986,R914685
R685437,R634490
R682913,R848816
R238235,R381641
R629409,R603017
R467070,R429083
R302223,R551059
R154219,R811615
R322550,R647801
R162150,R878642
R490991,R603735
R794941,R256311
R842660,R333443
R806333,R700612
R600555,R107990
R662780,R214269
R281487,R344229
R208538,R691759
R542790,R846440
R966816,R972732
R733744,R556344
R503341,R661452
R939387,R572157
R342187,R896429
R990990,R939306
R106847,R131253
R732999,R949915
R778058,R776524
R849770,R143140
R587905,R700213
R709243,R724925
R836340,R716110
R686186,R286701
R475453,R939473
R865987,R136668
R954588,R316390
R802689,R812923
R122796,R763407
R512892,R209488
R174365,R765512
R395620,R942406
R894113,R786530
R568933,R987801
R641726,R446431
R447455,R400890
R241311,R538702
R889776,R709661
R611184,R400335
R470847,R199804
R650760,R205786
R433796,R595622
R731622,R899579
R495898,R452462
R594042,R460659
R819464,R510133
R857409,R917584
R115851,R639394
R426572,R936329
R739045,R967973
R149928,R123081
R374974,R955307
R513347,R390470
R409696,R712156
R768919,R205754
R858042,R396611
R753055,R950847
R185616,R325548
R555101,R775947
R180207,R959468
R585177,R701382
R363182,R963877
R452873,R554939
R545321,R391705
R349491,R115612
R768352,R416950
R900191,R355413
R409292,R171733
R284741,R370217
R859834,R420732
R522653,R428737
R461162,R500466
R116297,R751546
R615216,R169581
R488958,R302943
R816615,R344106
R399560,R427356
R683580,R257542
R753610,R717203
R392944,R138575
R714058,R138288
R162129,R645403
R727270,R456251
R931463,R351753
R542960,R170709
R644724,R786771
R375657,R588300
R163458,R144834
R621700,R106824
R613471,R192827
R370287,R351056
R473954,R210200
R338515,R501326
R258014,R458168
R671757,R889657
R922157,R435917
R491166,R295524
R387778,R181645
R157504,R828937
R494148,R865349
R542221,R362308
R698433,R658249
R181688,R841489
R949884,R264624
R905697,R325337
R804158,R238462
R180789,R180967
R743315,R529351
R507612,R572706
R675921,R240082
R545257,R373534
R270301,R909641
R974201,R934554
R549373,R178125
R357690,R331420
R506847,R437654
R134335,R769984
R807401,R528367
R914102,R813988
R642095,R235961
R295962,R355767
R948657,R146728
R262766,R761562
R891377,R156813
R452917,R990020
R850685,R846666
R452371,R326394
R233888,R531769
R464876,R387726
R964437,R640714
R522167,R207084
R939388,R360136
R875536,R287548
R175812,R929287
R341485,R444768
R579147,R984473
R718030,R213702
R957322,R974414
R849093,R183514
R392741,R943343
R106464,R744212
R829265,R193445
R631820,R697581
R517055,R558749
R454896,R683690
R634720,R548589
R489240,R264166
R804942,R230724
R643617,R999504
R658011,R536602
R556229,R832291
R596352,R156816
R481631,R406633
R944672,R579482
R267152,R740189
R455527,R526722
R871368,R889196
R892323,R666016
R877012,R233833
R522493,R867466
R872967,R656503
R720469,R954556
R687780,R867076
R277159,R812736
R375855,R540009
R475912,R894660
R402856,R736841
R685965,R177852
R759869,R223876
R314455,R893617
R610428,R703564
R263804,R569882
R847040,R699794
R256310,R673619
R253472,R851156
R715084,R217411
R741581,R265059
R571413,R736829
R442781,R677097
R602658,R307269
R951000,R922486
R673866,R162005
R949466,R740361
R962881,R244428
R219308,R342232
R118723,R693766
R216031,R824695
R805091,R316785
R371367,R223618
R546153,R129433
R435987,R467114
R236621,R949995
R443894,R878755
R317230,R581473
R365413,R575228
R892683,R379237
R137602,R994681
R698586,R900655
R293527,R352756
R224963,R635159
R206204,R622541
R259254,R919159
R648316,R223788
R194128,R650491
R232123,R585943
R290084,R998888
R764664,R791666
R431473,R730253
R483681,R867370
R991765,R927564
R298773,R891712
R609312,R483220
R968889,R804502
R832316,R816002
R610208,R825728
R390429,R808464
R963991,R355445
R627760,R524466
R271960,R473840
R919227,R708759
R714734,R901948
R974972,R323816
R613970,R204039
R190508,R623134
R335774,R104169
R454098,R336366
R929063,R736930
R621500,R184784
R840777,R642251
R390837,R639970
R557715,R781692
R648442,R154930
R756351,R253732
R334761,R699081
R162767,R516538
R920290,R738395
R875058,R667287
R429403,R354659
R867855,R116642
R859842,R917454
R477651,R795535
R495814,R327675
R619168,R923893
R252047,R165854
R392146,R590337
R221727,R982518
R498595,R473441
R140522,R221134
R100323,R350122
R573704,R672524
R900612,R365051
R333605,R226259
R896785,R204991
R773366,R356852
R343158,R372940
R388575,R796900
R754665,R921091
R592479,R197396
R135589,R192933
R480581,R917286
R501217,R153176
R786799,R966444
R165245,R471035
R586571,R819478
R991254,R987892
R132673,R313136
R709791,R735580
R173893,R527121
R655810,R737693
R865151,R828034
R626102,R770598
R798326,R695781
R278563,R442752
R653325,R912388
R300163,R940809
R505526,R294988
R196926,R371473
R154397,R727113
R534781,R501236
R439778,R146658
R189187,R282509
R852494,R571297
R326420,R439215
R527572,R998103
R979267,R288772
R890417,R880077
R292104,R854903
R138018,R617580
R315494,R882909
R198897,R355516
R416714,R435783
R302785,R155317
R577857,R906574
R208467,R692723
R594299,R204305
R924586,R613613
R562772,R433955
R582513,R676976
R636307,R372065
R969709,R802563
R262521,R204489
R184653,R712880
R661665,R388819
R613346,R209885
R442951,R373837
R496906,R620307
R195186,R683476
R148617,R572837
R237020,R874322
R742083,R185712
R485705,R924420
R897024,R469636
R858815,R685693
R877958,R677932
R202423,R631693
R529738,R601392
R644701,R692769
R802900,R390951
R139441,R277891
R553944,R486167
R350313,R364025
R415902,R387120
R224773,R183161
R459148,R817457
R422221,R789639
R630438,R118860
R414614,R237569
R642429,R551815
R356829,R140220
R148238,R155817
R395014,R494680
R810666,R811750
R566738,R905203
R195042,R748160
R494102,R845746
R316089,R932388
R476276,R510774
R529914,R436601
R432280,R460502
R423406,R573170
R314021,R812962
R935559,R680894
R436248,R652164
R716535,R841003
R206183,R739700
R354289,R591018
R224394,R426760
R601072,R654119
R837069,R862378
R866248,R872460
R506700,R297994
R878149,R420258
R483478,R679359
R997538,R161260
R460591,R905932
R804175,R366688
R595366,R793808
R314895,R245605
R493762,R696668
R166320,R559047
R705618,R712385
R786124,R975477
R363877,R625034
R132919,R380756
R287460,R331553
R295947,R891793
R661492,R180997
R400192,R173577
R410936,R889871
R478624,R476688
R663668,R783558
R369946,R310718
R406810,R459904
R615228,R428128
R706318,R557582
R348466,R859567
R271042,R618704
R668358,R966580
R858408,R837771
R683637,R411623
R292523,R457890
R123343,R355871
R223842,R692849
R523562,R318193
R410090,R150605
R867265,R810571
R589832,R780544
R924483,R254323
R250670,R715658
R671543,R601383
R774630,R984415
R820192,R728541
R541589,R471671
R585427,R815771
R276209,R255918
R123307,R164003
R655034,R910423
R781978,R947863
R408914,R663118
R486773,R141991
R516791,R398707
R330077,R846568
R630475,R406174
R731108,R626045
R580803,R865500
R608651,R504892
R530517,R389200
R464165,R857153
R968437,R540206
R916170,R248803
R589121,R455900
R669298,R848705
R236429,R486100
R514797,R547138
R403053,R642017
R268023,R591546
R301357,R730732
R933220,R670341
R842059,R886969
R828478,R311895
R897422,R694660
R802459,R832634
R320161,R827626
R940000,R105205
R217923,R931771
R452491,R595070
R143877,R373304
R185484,R283784
R171309,R520081
R675520,R831916
R726338,R274571
R176161,R980284
R289908,R283831
R658377,R432581
R652259,R609045
R842335,R365393
R971765,R414278
R677349,R590825
R476547,R302542
R383080,R748536
R229751,R543475
R761321,R334951
R128785,R717640
R217386,R743289
R559210,R132495
R452019,R611728
R505637,R831477
R583193,R207637
R257922,R711169
R542053,R827463
R836253,R595057
R320403,R316858
R285144,R662748
R565339,R488400
R162404,R692355
R746506,R948717
R103830,R985838
R142765,R325000
R407261,R130430
R486283,R328873
R389132,R158901
R939726,R306196
R747146,R640219
R169864,R391766
R953643,R386793
R625754,R429775
R657036,R554317
R817983,R581506
R430028,R155127
R730136,R946801
R401831,R782337
R150353,R492476
R883175,R172963
R839902,R650527
R629430,R762966
R578844,R528365
R647465,R714794
R227400,R290852
R902419,R496163
R156661,R278362
R459632,R709203
R999312,R565386
R860787,R639080
R861603,R458500
R278425,R744227
R479853,R811097
R343423,R321609
R384584,R684188
R472114,R204964
R593930,R580694
R453071,R175595
R875709,R805716
R774018,R414189
R444650,R150499
R255659,R767314
R452578,R764169
R510873,R479703
R361263,R717742
R728008,R531647
R137510,R547806
R900999,R397907
R913598,R113693
R721789,R584662
R729572,R387827
R812393,R808117
R608779,R714321
R212289,R695319
R480890,R491266
R879976,R642825
R117452,R895882
R989985,R792394
R121291,R934404
R264089,R102168
R902187,R980492
R903127,R869426
R915869,R229571
R781499,R394686
R519956,R155567
R274948,R324084
R875528,R422964
R623177,R190813
R367607,R727947
R196863,R769988
R472213,R503908
R770267,R314452
R617228,R593426
R518234,R267464
R271854,R324772
R208385,R868696
R583692,R876930
R368775,R998416
R744909,R926667
R544695,R795053
R351419,R811189
R504701,R292208
R174404,R319105
R700758,R540493
R258732,R615914
R399629,R910440
R222699,R388900
R667160,R503833
R185119,R532094
R280182,R374754
R296297,R692529
R778006,R801470
R676304,R969676
R397926,R778555
R706205,R504190
R313432,R284311
R502914,R266347
R151135,R495375
R837131,R869185
R337565,R159236
R831188,R242280
R492611,R463571
R485000,R617103
R326976,R149446
R718496,R999127
R347172,R702341
R181291,R103752
R704264,R213448
R379449,R895038
R861873,R206955
R329156,R224454
R569693,R535304
R595726,R126671
R609957,R519145
R337833,R263464
R628871,R149656
R760914,R922348
R454732,R743568
R244076,R494955
R773471,R306280
R512291,R432913
R812318,R999180
R478193,R295699
R753500,R749548
R306670,R798488
R428161,R368017
R298034,R908104
R327496,R712527
R329208,R236552
R950485,R511156
R663371,R403210
R807253,R643485
R459903,R272779
R939627,R468823
R478052,R119694
R155439,R427751
R494729,R319450
R388263,R436356
R476474,R182995
R215567,R326434
R582711,R104227
R604114,R156155
R136376,R393476
R450248,R753175
R941447,R821451
R171720,R115043
R326522,R343728
R367824,R201931
R968020,R868204
R560239,R548921
R965095,R250082
R806822,R488180
R188794,R110858
R745960,R233391
R847751,R137171
R989648,R302259
R895805,R253035
R348849,R694581
R893308,R215545
R498026,R818464
R289502,R369527
R220078,R970534
R653221,R940819
R658360,R954064
R175970,R274328
R635948,R305144
R174654,R482949
R595894,R858662
R140673,R751711
R554961,R387834
R594317,R996042
R473108,R878176
R466093,R839945
R858863,R283958
R452529,R587591
R744998,R931759
R812600,R879373
R310976,R787231
R860935,R322096
R428320,R719854
R403091,R816327
R165373,R991426
R470096,R871048
R313776,R582858
R541456,R916572
R671138,R212480
R964008,R132958
R284821,R921544
R560122,R316141
R246364,R385426
R197687,R736594
R318892,R184192
R539978,R933040
R221336,R772713
R435090,R392430
R383481,R246425
R664387,R654057
R970924,R811857
R387638,R323786
R926348,R683880
R919566,R497775
R962753,R404479
R610634,R527437
R786616,R587934
R365057,R161198
R596037,R296750
R306075,R389288
R180482,R570646
R429383,R402095
R774106,R151376
R903045,R730916
R416107,R755924
R644348,R686844
R443424,R804725
R830641,R585711
R775466,R705623
R559465,R331977
R980435,R656682
R576178,R152089
R884652,R553547
R264601,R328224
R449893,R774607
R374946,R846580
R682232,R511133
R864105,R699892
R205126,R164545
R595169,R173571
R418506,R250967
R315093,R228586
R319764,R241220
R743886,R255237
R655356,R308282
R538731,R840650
R793985,R320684
R794561,R459445
R687745,R331664
R211784,R363926
R957940,R781487
R725741,R313533
R708542,R192523
R360888,R800521
R285055,R741780
R294061,R707085
R795562,R835948
R202261,R555093
R227479,R908021
R923697,R821356
R521264,R177545
R444789,R190876
R681085,R564087
R840428,R286338
R779029,R937725
R939259,R111400
R759003,R479022
R213529,R373739
R712690,R772874
R905259,R266924
R505214,R923413
R972202,R536126
R605988,R897689
R403046,R399605
R271792,R536765
R557495,R145269
R765046,R328818
R441583,R715443
R923641,R697151
R995689,R808163
R956738,R285659
R165689,R375684
R164834,R116686
R408574,R340387
R915475,R306350
R144577,R151068
R836905,R163468
R540492,R462395
R332083,R656807
R202365,R619273
R366090,R870883
R238147,R974931
R767883,R504471
R838114,R483900
R858997,R407397
R312394,R904346
R977089,R769423
R891765,R411469
R210159,R500882
R775274,R301843
R701068,R624079
R105457,R781627
R360659,R269037
R157782,R788642
R462534,R724818
R114160,R386979
R878289,R939786
R986075,R254268
R334265,R523160
R315006,R343780
R516057,R733557
R795992,R429736
R953920,R894813
R782405,R352077
R182602,R705038
R264702,R811823
R225210,R764062
R957801,R560716
R156117,R702882
R900827,R361371
R427535,R866473
R182999,R772911
R255348,R845551
R793382,R568741
R832379,R390859
R558243,R660959
R598353,R246575
R170653,R821550
R890160,R928137
R106444,R684197
R609158,R620379
R783798,R143239
R971000,R593486
R125192,R803530
R821879,R430184
R408348,R893760
R393249,R758361
R401587,R183260
R274861,R352970
R295129,R901257
R459088,R772631
R312107,R787072
R949607,R969329
R251688,R723887
R886070,R331028
R161483,R419660
R718040,R669202
R859689,R985148
R486834,R625562
R652838,R856208
R845294,R169058
R691301,R592837
R442171,R476635
R793489,R150623
R642378,R415256
R335925,R177747
R194336,R978382
R582575,R950683
R835762,R529531
R760967,R630294
R130487,R355708
R759353,R721788
R228434,R682087
R906947,R853626
R849121,R749770
R896100,R907974
R653479,R314808
R780676,R465795
R328385,R990328
R470937,R168014
R856457,R260270
R893711,R655670
R453702,R635016
R652066,R533084
R613852,R252141
R881796,R418860
R173006,R626377
R948515,R625135
R527833,R209993
R535936,R810473
R149996,R925861
R380981,R297350
R119109,R290320
R177384,R667375
R815649,R914532
R701715,R121020
R107397,R979153
R855403,R675078
R123732,R957432
R496984,R497879
R623172,R316475
R900227,R624058
R781437,R243138
R504843,R904009
R786214,R969568
R695706,R521821
R453294,R830052
R512032,R568663
R261656,R383632
R430808,R754937
R665422,R581396
R106936,R316354
R171376,R744801
R818147,R673520
R277292,R679675
R285475,R403136
R790688,R468815
R873948,R872439
R617534,R111039
R903391,R595629
R249129,R426019
R866485,R541639
R332502,R791035
R223686,R377370
R488893,R608710
R393489,R125774
R455771,R132179
R221352,R289714
R640396,R541181
R853699,R500818
R462394,R111184
R758819,R844026
R933478,R462430
R883009,R490038
R730966,R683325
R520375,R526947
R236100,R512587
R379682,R700044
R993820,R725356
R377424,R835378
R756485,R585642
R993937,R812780
R563730,R357213
R655166,R542654
R678082,R632670
R588420,R492510
R506698,R669798
R526731,R475786
R243339,R863778
R467819,R634798
R916762,R403819
R409125,R704951
R479178,R694782
R224105,R729511
R129097,R418547
R837270,R938410
R630449,R372584
R910590,R108964
R193351,R563554
R511731,R972961
R833516,R375384
R725476,R248583
R697245,R855633
R208941,R833214
R100446,R460034
R816279,R937284
R505051,R615727
R985624,R777208
R953206,R717950
R717511,R547782
R557111,R757188
R551146,R836890
R528924,R692421
R990353,R766829
R999742,R782768
R660190,R796269
R874603,R928650
R200962,R320929
R356604,R843291
R471768,R767923
R619020,R655638
R557072,R459065
R332178,R346966
R270912,R930966
R993903,R275904
R159227,R398842
R454429,R918810
R141113,R964532
R516268,R319554
R753817,R693918
R491634,R950493
R906433,R208208
R297278,R139363
R567548,R800334
R242476,R183096
R137699,R146916
R333162,R212475
R733460,R415333
R172109,R267713
R198744,R706796
R881795,R124096
R726419,R606982
R749033,R958673
R252730,R275013
R992531,R174082
R957817,R794632
R359457,R188738
R520737,R171434
R198786,R708644
R334480,R987119
R912617,R164551
R715627,R587673
R136295,R513221
R953527,R766304
R865387,R524994
R363162,R598518
R321693,R451697
R470376,R302652
R169077,R231247
R741213,R921501
R880213,R873664
R854716,R292137
R437986,R538689
R663930,R105731
R432296,R646422
R784950,R784376
R412554,R632304
R529863,R367496
R857313,R143992
R741340,R197238
R667530,R927600
R563879,R265058
R614433,R108575
R941353,R509740
R889428,R664569
R306336,R601782
R771136,R645309
R443794,R265212
R292572,R173371
R222609,R738986
R442143,R807753
R173806,R338875
R934194,R943746
R276413,R232459
R859757,R574662
R503698,R432941
R771550,R253977
R383107,R286324
R982690,R951423
R915734,R596765
R418284,R920916
R998455,R935875
R115548,R423962
R954348,R306128
R943607,R823722
R664023,R448878
R645477,R709741
R489642,R128666
R400914,R376558
R970331,R696476
R739086,R606825
R291469,R620761
R439544,R149804
R579681,R952281
R450774,R376240
R713896,R913214
R360578,R382599
R971922,R326403
R989335,R432080
R502463,R299046
R560014,R872536
R878723,R996323
R749319,R292413
R665698,R414282
R866286,R352503
R958816,R505042
R808588,R839568
R449219,R472358
R737412,R389273
R926710,R557748
R321368,R122846
R685490,R577808
R320125,R889792
R139293,R681400
R970595,R148349
R145410,R321313
R700117,R949863
R237377,R974101
R778175,R316854
R646791,R822527
R265707,R620988
R127131,R854040
R917187,R173002
R357218,R276740
R698808,R312225
R389573,R591640
R142659,R143838
R334119,R569613
R863821,R524283
R623370,R541357
R104974,R426565
R114789,R606074
R438121,R387673
R244040,R850729
R706463,R982886
R166310,R546372
R878805,R658261
R484975,R110348
R358564,R659404
R498699,R184433
R893693,R890238
R225762,R943722
R709744,R645054
R750109,R187998
R553781,R328980
R602077,R279619
R768131,R562322
R249714,R558544
R322880,R993237
R220044,R139794
R356718,R182081
R405647,R485069
R649918,R795358
R790951,R451794
R936313,R578708
R358618,R798330
R419162,R769272
R618135,R763665
R988395,R894409
R763333,R404427
R280361,R734031
R612099,R273937
R880375,R214598
R446306,R777910
R385931,R298825
R449745,R741793
R935993,R939039
R458861,R305143
R877588,R391796
R301009,R159707
R998340,R360702
R218724,R730276
R649217,R182559
R902752,R891246
R131793,R261021
R144751,R858502
R211781,R134235
R780454,R164021
R619198,R579944
R256411,R872183
R501021,R865796
R645773,R791168
R347593,R355108
R871163,R557948
R695588,R389639
R343790,R829421
R255362,R498606
R898131,R927975
R803673,R525207
R158087,R707711
R513300,R306091
R405455,R463926
R659323,R525913
R581587,R547741
R669158,R435901
R741332,R876406
R492114,R257413
R738637,R194163
R706617,R388725
R301479,R773323
R197811,R837655
R576826,R783311
R826609,R594851
R505118,R449750
R405131,R744895
R400042,R933912
R537156,R926298
R527474,R781174
R690059,R156707
R689088,R524635
R958712,R650653
R668568,R423578
R360688,R936926
R813748,R112179
R366314,R776087
R753680,R225341
R538487,R919193
R543531,R324697
R845161,R471974
R652787,R246968
R860682,R539251
R858181,R291374
R993039,R288110
R148510,R694408
R553617,R965914
R676570,R930801
R518109,R709990
R452381,R730698
R976792,R715595
R795691,R481232
R573258,R991518
R595368,R189592
R356748,R242608
R370160,R100967
R361023,R531703
R262977,R781786
R249931,R414379
R980157,R707628
R334867,R395639
R523610,R907306
R721569,R634699
R890190,R516369
R965397,R671011
R580605,R739917
R391203,R440291
R286456,R430208
R617799,R279890
R919603,R473362
R571957,R116057
R895994,R217542
R407137,R697538
R277785,R912469
R311738,R660497
R604376,R244405
R587149,R208880
R412635,R305329
R534533,R462649
R204250,R463511
R630158,R916017
R940010,R353107
R297333,R515963
R226424,R926981
R791642,R167924
R174039,R666044
R307641,R357871
R343950,R938723
R812364,R829784
R832611,R758252
R262778,R176260
R238485,R434151
R714563,R803357
R994482,R138513
R748403,R661071
R763793,R578956
R383431,R362998
R419345,R292671
R914579,R225650
R998104,R821326
R538210,R257963
R751856,R278655
R127274,R435223
R923826,R175565
R534485,R285300
R389113,R705986
R762713,R805155
R950845,R588927
R599783,R849198
R919794,R740365
R280551,R858942
R473180,R657043
R195809,R746000
R642954,R475587
R123584,R783199
R787612,R443654
R688705,R428818
R462668,R210678
R411297,R129800
R812616,R613324
R480161,R978847
R254140,R197185
R571373,R647001
R844221,R639906
R683440,R138897
R432380,R243454
R189945,R821400
R603441,R817443
R611523,R492362
R282906,R519680
R138535,R227267
R195460,R261952
R164809,R315182
R187342,R522640
R441499,R159108
R659472,R571888
R686964,R416996
R396262,R999124
R134958,R867366
R633651,R459016
R872975,R443192
R861011,R289234
R514717,R253692
R857875,R927117
R599423,R980883
R689355,R572681
R879920,R325106
R436380,R163758
R421416,R744278
R329731,R715307
R499005,R509632
R480778,R341935
R376059,R823013
R945334,R210856
R514478,R451201
R289529,R941053
R342329,R549295
R123082,R463864
R239504,R694607
R881975,R774168
R943836,R116086
R421889,R995782
R842784,R724427
R394723,R479515
R638148,R788753
R979901,R287584
R485887,R928375
R692974,R761887
R302258,R405596
R684162,R274515
R980599,R367659
R891250,R390904
R914776,R962077
R886908,R148748
R378584,R288624
R758349,R447333
R390068,R299136
R988167,R215673
R984762,R176171
R137943,R258079
R495791,R494953
R562335,R352940
R740368,R648445
R807591,R931152
R592478,R654870
R840412,R585380
R755853,R638960
R598213,R717354
R608843,R394068
R776819,R953775
R976483,R928654
R314760,R373726
R381759,R670627
R394370,R976589
R602959,R554848
R235970,R677210
R134199,R679240
R277633,R248343
R706611,R388562
R863331,R188623
R212931,R738956
R437858,R202701
R443832,R465553
R374368,R441764
R860438,R704572
R954812,R595983
R872861,R852632
R881242,R578283
R464542,R797598
R864164,R263707
R125111,R191073
R719004,R314218
R216674,R156607
R341677,R371511
R993870,R751838
R342157,R474681
R161074,R736546
R759307,R391594
R231473,R350317
R601481,R744879
R440913,R571701
R267731,R370212
R659424,R426200
R213044,R746961
R144008,R796729
R993042,R897083
R131352,R992964
R950254,R840950
R683980,R407409
R660113,R895651
R908754,R201056
R235900,R716608
R667911,R791277
R729034,R156991
R837594,R895699
R540418,R175996
R712924,R409974
R296591,R657627
R591125,R788180
R249881,R389493
R456459,R521947
R548409,R186590
R398142,R770304
R941341,R147515
R898018,R281881
R771692,R236638
R217282,R365041
R654500,R912412
R834033,R996664
R440377,R560451
R519440,R820259
R445678,R443451
R229678,R578811
R730352,R870347
R427011,R779697
R489649,R746560
R133430,R582428
R802517,R103691
R943630,R567930
R360137,R862414
R806018,R252119
R709932,R159193
R192693,R701609
R874011,R433817
R206045,R305992
R263623,R337119
R650251,R726442
R993435,R901328
R398697,R860562
R343494,R530414
R238926,R746823
R240889,R790725
R671145,R963005
R832228,R641818
R790613,R798031
R775950,R901986
R638522,R317618
R483867,R798783
R569863,R537709
R915341,R162478
R639449,R332283
R973374,R917422
R728073,R783948
R472071,R996908
R715733,R934144
R720952,R152929
R186560,R882812
R571969,R235550
R495231,R476539
R916685,R855601
R800076,R137113
R280890,R253637
R155020,R598289
R282406,R427083
R852158,R922181
R963832,R915505
R545936,R781342
R694300,R803763
R684425,R837940
R626166,R901693
R564320,R150692
R690405,R887996
R963691,R887507
R639718,R804936
R580574,R276436
R994605,R134646
R338058,R223413
R278167,R357087
R745049,R686201
R171533,R120329
R773352,R883253
R731405,R506028
R480536,R424530
R221405,R166729
R781224,R759355
R549581,R783142
R330604,R625658
R585829,R714862
R661447,R671283
R821843,R362289
R176384,R124579
R683846,R631414
R711140,R283507
R139650,R322886
R743802,R815026
R864410,R704663
R986482,R306965
R521024,R931709
R775030,R288826
R718681,R394454
R349111,R738025
R591789,R650793
R241459,R405147
R833038,R556368
R429396,R283633
R358536,R759166
R153896,R748989
R714810,R494603
R292887,R899940
R799154,R109661
R314215,R681000
R731652,R697866
R135223,R265340
R237544,R313901
R810937,R180768
R949396,R698774
R781882,R502330
R343138,R995825
R763975,R192498
R903397,R279488
R268463,R319352
R347481,R126029
R510739,R130595
R190420,R920481
R448832,R172304
R660164,R193662
R212875,R926284
R697731,R294542
R670795,R252478
R269459,R725446
R500232,R450763
R650481,R478651
R673468,R525500
R864744,R830992
R464476,R900213
R196434,R284417
R186477,R195095
R608936,R252098
R420255,R580268
R571886,R891130
R582683,R971509
R105798,R609839
R811107,R347964
R109309,R872691
R603783,R678014
R958692,R658304
R601991,R764718
R219585,R100792
R630776,R684884
R928974,R239591
R101815,R362625
R891959,R973146
R347329,R661202
R227315,R484278
R923418,R580407
R704009,R439896
R698475,R175802
R407747,R758018
R236344,R127188
R279879,R237049
R913827,R731564
R999630,R717129
R809935,R751768
R841622,R262535
R687828,R273847
R165830,R549664
R168521,R349612
R437187,R128911
R804749,R933417
R917360,R502618
R202391,R719527
R901800,R595098
R712473,R319058
R594032,R990030
R741657,R835718
R853537,R764638
R630199,R610325
R915414,R618370
R873495,R674649
R628698,R382649
R336623,R494694
R644809,R682745
R951847,R573873
R559920,R625301
R172893,R720789
R166490,R576609
R177699,R318298
R357134,R912180
R253147,R203661
R877551,R583913
R797689,R492414
R318526,R827042
R514106,R600281
R137063,R241357
R306211,R993493
R677693,R542983
R261394,R451562
R279837,R303431
R346325,R429077
R651518,R125481
R732512,R266748
R191473,R403059
R601743,R227276
R455693,R681495
R799551,R261068
R462328,R333893
R624068,R296501
R551891,R483686
R126807,R266854
R823297,R927072
R570733,R224020
R536329,R189951
R861033,R180389
R510777,R225421
R853040,R520900
R887922,R551640
R961734,R149405
R431625,R489427
R234735,R842436
R654341,R876758
R476807,R522004
R910135,R431224
R910285,R149807
R900429,R646215
R605785,R862640
R379253,R296920
R800760,R699915
R678519,R889443
R625956,R792455
R391116,R608803
R805537,R151223
R820605,R616615
R837992,R452316
R255242,R201292
R185487,R515211
R316856,R308983
R781900,R227534
R169338,R934481
R282782,R114650
R988016,R684090
R992981,R106468
R689666,R511054
R725695,R654270
R689040,R428114
R673948,R677416
R320777,R896899
R988453,R460965
R484212,R575680
R401397,R613635
R114711,R965732
R793853,R321726
R940553,R732853
R672312,R700285
R456187,R347450
R458611,R748032
R321366,R185029
